BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,10.0,15.388176217083828,13.293101028530184,1,2,33.048780487804876,10.0,10.0,17.269950362911203,15.294117647058822,21.408450704225352,10.0
1,10.202702702702702,25.39446573095472,16.411065338379473,1,2,25.365853658536587,10.0,22.0,19.3859655865841,10.0,27.74647887323944,10.0
1,10.405405405405405,12.589594125090883,10.923448153044726,1,2,18.78048780487805,10.0,10.0,21.514820709256682,15.294117647058822,22.676056338028168,10.0
1,10.405405405405405,19.042635356628015,15.51946022509491,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0
0,10.608108108108109,31.677010820479662,21.03892045018982,1,1,16.585365853658537,10.0,10.0,17.190342993997444,10.0,27.74647887323944,10.0
1,10.608108108108109,16.44964489404685,13.430556816828222,1,2,29.75609756097561,10.0,10.0,17.816878813911842,15.294117647058822,20.140845070422536,26.23876157826103
1,10.70945945945946,20.54811855482066,15.204957135730368,1,2,20.975609756097562,37.0,22.0,15.939736908991243,15.294117647058822,31.549295774647888,10.0
1,10.70945945945946,15.986384460372289,13.718630183191827,1,2,34.146341463414636,10.0,10.0,16.838480725511232,10.0,20.140845070422536,26.137252675212288
1,10.912162162162161,16.936906112652743,14.111997867695708,1,2,16.585365853658537,10.0,22.0,26.71241150156552,15.294117647058822,25.211267605633804,10.0
1,10.912162162162161,19.042635356628015,15.758283023296132,1,4,45.1219512195122,10.0,10.0,18.92116127187012,10.0,26.47887323943662,10.0
1,10.912162162162161,14.65185024919054,15.51946022509491,0,2,49.51219512195122,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0
1,10.912162162162161,14.20330727797387,12.313927555905174,1,1,34.146341463414636,10.0,16.0,19.439893159039272,15.294117647058822,21.408450704225352,10.0
1,10.912162162162161,19.721902854684558,14.988742895758861,1,2,16.585365853658537,10.0,10.0,16.630523432371287,20.588235294117645,41.690140845070424,10.0
0,10.912162162162161,24.145292802028745,18.427791189856457,0,0,15.487804878048781,10.0,10.0,21.33506213389251,10.0,40.42253521126761,10.0
1,11.013513513513514,25.608887837841237,18.050981886027863,1,2,27.5609756097561,10.0,16.0,19.475844874266187,10.0,30.281690140845072,10.0
1,11.114864864864865,15.030428668107383,12.832650673598227,1,2,10.0,10.0,16.0,33.17858423741848,10.0,20.140845070422536,10.0
1,11.114864864864865,30.127601657412693,20.041171871038046,1,0,25.365853658536587,28.0,46.0,19.468140935344017,15.294117647058822,37.887323943661976,10.0
1,11.114864864864865,14.74740054391716,15.51946022509491,0,2,51.707317073170735,10.0,10.0,17.896537395221824,10.0,30.281690140845072,11.414352295675307
1,11.216216216216216,15.916193485573114,13.412512427630794,1,2,19.878048780487806,10.0,10.0,14.206350651503527,15.294117647058822,30.281690140845072,10.0
0,11.216216216216216,32.71176164251912,21.989222900098948,1,1,14.390243902439025,10.0,10.0,17.010009202030623,10.0,26.47887323943662,23.78664018187252
1,11.216216216216216,18.05226334446158,14.054680396127415,1,2,16.585365853658537,10.0,16.0,19.419349322427088,15.294117647058822,27.74647887323944,10.0
1,11.317567567567568,20.854015351445454,16.941251950386185,1,3,20.975609756097562,19.0,10.0,17.896537395221824,15.294117647058822,10.0,10.0
1,11.317567567567568,15.872720365697495,13.481505680444481,1,0,36.34146341463415,10.0,10.0,15.17704695569665,20.588235294117645,37.887323943661976,10.0
1,11.317567567567568,13.608495372175692,15.51946022509491,1,0,58.29268292682927,10.0,22.0,19.37826164766193,10.0,22.676056338028168,10.0
1,11.317567567567568,19.042635356628015,10.974397016660987,1,2,10.0,10.0,10.0,11.122207103021431,25.88235294117647,15.070422535211268,10.0
1,11.317567567567568,17.426657978751507,14.189588741244638,1,0,36.34146341463415,10.0,10.0,15.430589751241584,15.294117647058822,36.61971830985915,26.749141997572334
0,11.317567567567568,31.82395902255923,21.590335755369974,1,1,18.78048780487805,10.0,10.0,17.227201836630613,10.0,26.47887323943662,22.940430600497134
1,11.41891891891892,12.929227874119153,11.29495028357996,1,2,49.51219512195122,10.0,10.0,20.48249289368622,15.294117647058822,34.08450704225352,10.0
1,11.41891891891892,15.219717877565806,13.009167257335399,1,2,31.951219512195124,19.0,22.0,31.337342835020415,10.0,21.408450704225352,10.0
0,11.41891891891892,11.169698631653363,13.875934799607034,1,5,10.0,10.0,10.0,26.024192958108674,10.0,25.211267605633804,10.0
0,11.41891891891892,25.701268217576928,17.493728690225012,1,3,27.5609756097561,10.0,10.0,29.701539803366558,10.0,25.211267605633804,10.0
1,11.722972972972974,21.03402123843044,15.84850496928326,1,5,67.07317073170732,28.0,100.0,21.21950305006,25.88235294117647,67.04225352112677,10.0
1,11.722972972972974,10.438580381245172,15.609682171082039,1,2,45.1219512195122,46.0,10.0,18.677203205744675,20.588235294117645,21.408450704225352,10.0
1,11.824324324324325,27.329698832917806,21.14506391605703,0,3,23.170731707317074,19.0,10.0,22.73717901772702,20.588235294117645,42.95774647887324,10.0
0,11.824324324324325,33.06928276899622,21.09252290045276,1,1,12.195121951219512,10.0,10.0,17.403664780556984,10.0,26.47887323943662,23.104335215872453
0,11.824324324324325,33.16528590872154,21.96258089016628,1,1,14.390243902439025,10.0,10.0,17.822602503098487,10.0,26.47887323943662,23.04429727346549
1,11.824324324324325,11.287664753815848,16.36818337816912,1,2,45.1219512195122,37.0,10.0,19.414572579071333,20.588235294117645,20.140845070422536,25.838323481511107
1,11.824324324324325,23.562481288696233,16.678016155035504,0,0,14.390243902439025,10.0,10.0,31.786867098726233,25.88235294117647,56.90140845070423,31.605707759154168
0,11.925675675675675,33.20989114109392,22.071590229611903,1,1,14.390243902439025,10.0,10.0,16.616479554478104,10.0,27.74647887323944,23.995800888256234
1,11.925675675675675,11.117847879301713,11.30556463016668,1,2,16.585365853658537,10.0,10.0,13.913600972461158,36.470588235294116,21.408450704225352,10.0
1,11.925675675675675,19.042635356628015,10.084914772693768,1,2,14.390243902439025,10.0,16.0,15.991096501831375,10.0,13.802816901408452,10.0
1,11.925675675675675,19.042635356628015,12.653586646680246,1,2,12.195121951219512,10.0,16.0,11.795017768865058,15.294117647058822,12.535211267605634,10.0
1,11.925675675675675,36.66419279121078,29.689612918367416,1,2,27.5609756097561,10.0,10.0,20.017690514201696,10.0,44.225352112676056,10.0
1,11.925675675675675,14.061340370880053,12.308620382611814,0,2,14.390243902439025,10.0,10.0,24.411501743991714,10.0,25.211267605633804,10.0
1,11.925675675675675,19.042635356628015,10.689932528136865,1,2,16.585365853658537,10.0,10.0,10.71646631976159,84.11764705882352,12.535211267605634,10.0
1,11.925675675675675,19.042635356628015,10.647475141789979,1,2,12.195121951219512,10.0,10.0,18.027504356898675,10.0,34.08450704225352,10.0
1,11.925675675675675,20.174747853388915,17.928916900280573,1,3,31.951219512195124,10.0,16.0,30.197159874539604,36.470588235294116,42.95774647887324,10.0
1,11.925675675675675,17.353976356459455,14.022837356367251,1,0,28.658536585365855,10.0,22.0,14.80468990781756,10.0,22.676056338028168,10.0
0,11.925675675675675,22.665395346262898,16.740110082567824,1,0,31.951219512195124,10.0,22.0,26.327214555457136,10.0,41.690140845070424,10.0
0,11.925675675675675,20.174747853388915,15.137343747972954,1,1,56.09756097560976,10.0,10.0,25.55168470447252,10.0,35.352112676056336,10.0
1,12.027027027027028,18.49673071068991,12.982631390868596,1,2,13.292682926829269,10.0,10.0,21.799866449376886,15.294117647058822,27.74647887323944,10.0
0,12.027027027027028,19.042635356628015,16.62335227011389,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0
0,12.128378378378379,24.895204119883168,17.065545948916686,1,0,31.951219512195124,10.0,16.0,25.90297934180843,10.0,41.690140845070424,27.57111951771159
1,12.128378378378379,20.537703119850462,15.62560369096212,1,3,71.46341463414635,10.0,34.0,19.401373464428435,15.294117647058822,41.690140845070424,10.0
1,12.128378378378379,15.691582366215751,13.485114558283968,1,2,10.0,10.0,10.0,32.96787360057428,10.0,18.87323943661972,25.546378538298896
1,12.128378378378379,21.759705348854176,16.03425603455088,1,2,12.195121951219512,10.0,10.0,19.388533566738417,25.88235294117647,36.61971830985915,10.0
0,12.128378378378379,26.48378437533806,18.413567965430254,1,3,25.365853658536587,10.0,10.0,29.308479900562325,10.0,25.211267605633804,28.811277916024206
1,12.128378378378379,14.77660904633359,15.51946022509491,1,0,53.90243902439025,10.0,22.0,19.075682860396412,10.0,21.408450704225352,10.0
1,12.22972972972973,38.18461987436067,23.430014305780453,1,4,29.75609756097561,19.0,10.0,20.708475101813008,10.0,55.63380281690141,10.0
1,12.22972972972973,39.085102154284286,26.592028153964634,0,2,29.75609756097561,10.0,46.0,24.813838590604732,10.0,51.83098591549296,25.624942672412967
1,12.33108108108108,17.910522859867115,14.67031249815723,1,1,14.390243902439025,10.0,16.0,24.121313542979212,10.0,17.605633802816904,10.0
1,12.432432432432432,14.78589236880703,13.254995524283856,1,2,34.146341463414636,10.0,10.0,22.50862883021631,10.0,27.74647887323944,10.0
1,12.432432432432432,13.925486871268745,11.326156462544919,1,2,20.975609756097562,10.0,10.0,17.3906454059738,10.0,21.408450704225352,10.0
1,12.533783783783784,23.47689358394111,15.710518463655887,1,3,31.951219512195124,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0
1,12.533783783783784,19.019993106692798,14.722322796432163,1,0,16.585365853658537,10.0,10.0,15.549404003575738,20.588235294117645,15.070422535211268,10.0
0,12.533783783783784,28.484453579613923,21.01769175701638,1,3,23.170731707317074,10.0,10.0,24.84805828240095,15.294117647058822,45.49295774647888,10.0
